Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Hotel_Link
PANCHAVATI ELITE INN,3.6,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2071.0,https://www.agoda.com/search?text=PANCHAVATI%20ELITE%20INN%20nashik%20India
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,4434.0,https://www.agoda.com/search?text=Holiday%20Inn%20Express%20Nashik%20Indira%20Nagar%2C%20an%20IHG%20Hotel%20nashik%20India
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Full-service laundry,Room service,Restaurant,Kid-friendly,4745.0,https://www.agoda.com/search?text=Shakuntala%20Farms%20-%20Rustic%20Farmstay%20with%20Modern%20Comforts%20nashik%20India
Hotel Grand Rio,4.5,nashik,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,4016.0,https://www.agoda.com/search?text=Hotel%20Grand%20Rio%20nashik%20India
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,nashik,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3870.0,https://www.agoda.com/search?text=Hotel%20MBC%20Citadel%20Nashik%20%28%20Near%20Sula%2C%20Trimbakeshwar%20and%20MIDC%20Area%20%29%20nashik%20India
Shriram Guest House,3.0,nashik,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Kid-friendly,Restaurant,Room service,Room service,Spa,618.0,https://www.agoda.com/search?text=Shriram%20Guest%20House%20nashik%20India
Quality Inn Regency,3.8,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3210.0,https://www.agoda.com/search?text=Quality%20Inn%20Regency%20nashik%20India
"Treebo Trend The Utsav, Nashik",4.6,nashik,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2968.0,https://www.agoda.com/search?text=Treebo%20Trend%20The%20Utsav%2C%20Nashik%20nashik%20India
Itsy by Treebo - Oasis Pride,4.0,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Accessible,Kid-friendly,2217.0,https://www.agoda.com/search?text=Itsy%20by%20Treebo%20-%20Oasis%20Pride%20nashik%20India
Best Western Bliss,4.1,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,3300.0,https://www.bestwestern.com/en_US/book/hotels-in-kanpur/best-western-hotel-bliss/propertyCode.76968.html
MVR Grand Hotel,4.4,kanpur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,3744.0,https://www.agoda.com/search?text=MVR%20Grand%20Hotel%20kanpur%20India
The Landmark Towers,4.4,kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6719.0,https://www.agoda.com/search?text=The%20Landmark%20Towers%20kanpur%20India
Red Orchid Hotel Kanpur,4.3,kanpur,Free breakfast,Free Wi-Fi,Paid parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,Full-service laundry,2335.0,https://www.agoda.com/search?text=Red%20Orchid%20Hotel%20Kanpur%20kanpur%20India
Best Western Bliss,4.1,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,3300.0,https://www.bestwestern.com/en_US/book/hotels-in-kanpur/best-western-hotel-bliss/propertyCode.76968.html
Hotel Kartar Yatri Niwas,4.1,kanpur,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Room service,Airport shuttle,Spa,Restaurant,627.0,https://www.agoda.com/search?text=Hotel%20Kartar%20Yatri%20Niwas%20kanpur%20India
Vijay Intercontinental,4.1,kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4452.0,https://www.agoda.com/search?text=Vijay%20Intercontinental%20kanpur%20India
Moon And Mars Resort,4.3,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4242.0,https://www.agoda.com/search?text=Moon%20And%20Mars%20Resort%20kanpur%20India
Status club business Hotel,3.9,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,2395.0,https://www.agoda.com/search?text=Status%20club%20business%20Hotel%20kanpur%20India
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,kanpur,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Restaurant,Fitness center,Full-service laundry,1826.0,https://www.agoda.com/search?text=Hotel%20Bhagyaraj%20Palace%20-Best%20Hotel%20In%20Kanpur%20kanpur%20India
Hotel The Novelty,4.8,kanpur,Free Wi-Fi,Air conditioning,Breakfast,Paid parking,Room service,Kitchen,Kid-friendly,Smoke-free,Beach access,1800.0,https://www.agoda.com/search?text=Hotel%20The%20Novelty%20kanpur%20India
Little Chef Hotel,4.3,kanpur,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3679.0,https://www.agoda.com/search?text=Little%20Chef%20Hotel%20kanpur%20India
"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",4.2,kanpur,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Air conditioning,Spa,Room service,Room service,2600.0,https://www.agoda.com/search?text=Krishna%20vatika%2C%20Krishna%20nagar%20Kanpur%20nagar%20uttar%20pradesh%20kanpur%20India
THE VILLA,3.9,kanpur,3-star hotel,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Kid-friendly,Airport shuttle,Spa,Restaurant,3133.0,https://www.agoda.com/search?text=THE%20VILLA%20kanpur%20India
Hotel Sant Villa,3.2,kanpur,1-star hotel,Free Wi-Fi,Air conditioning,Kitchen,Full-service laundry,Air conditioning,Air conditioning,Airport shuttle,Restaurant,533.0,https://www.agoda.com/search?text=Hotel%20Sant%20Villa%20kanpur%20India
Status Club & Resort,4.3,kanpur,3-star hotel,Air conditioning,Kid-friendly,Air conditioning,Beach access,Free Wi-Fi,Kid-friendly,Fitness center,Restaurant,4040.0,https://www.agoda.com/search?text=Status%20Club%20%26%20Resort%20kanpur%20India
The Deep Hotel,4.0,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Restaurant,2072.0,https://www.agoda.com/search?text=The%20Deep%20Hotel%20kanpur%20India
THE ROYAL ORCHID HOTEL | Hotels in Kanpur,4.1,kanpur,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,No elevator,Bar,3280.0,https://www.agoda.com/search?text=THE%20ROYAL%20ORCHID%20HOTEL%20%7C%20Hotels%20in%20Kanpur%20kanpur%20India
Little Chef Hotel,4.3,kanpur,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3679.0,https://www.agoda.com/search?text=Little%20Chef%20Hotel%20kanpur%20India
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,kanpur,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Full-service laundry,Restaurant,Room service,2560.0,https://www.agoda.com/search?text=Hotel%20Bhagyaraj%20Palace%20-Best%20Hotel%20In%20Kanpur%20kanpur%20India
The Altius Boutique Hotel,4.0,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,4435.0,https://www.agoda.com/search?text=The%20Altius%20Boutique%20Hotel%20chandigarh%20India
Hotel Oyster,4.0,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,3528.0,https://www.agoda.com/search?text=Hotel%20Oyster%20chandigarh%20India
Hotel Emerald Chandigarh,4.2,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1765.0,https://www.agoda.com/search?text=Hotel%20Emerald%20Chandigarh%20chandigarh%20India
Hotel Aroma Chandigarh,4.3,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,3035.0,https://www.agoda.com/search?text=Hotel%20Aroma%20Chandigarh%20chandigarh%20India
The Altius Boutique Hotel,4.0,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3003.0,https://www.agoda.com/search?text=The%20Altius%20Boutique%20Hotel%20chandigarh%20India
Hotel The Yellow,4.1,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1651.0,https://www.agoda.com/search?text=Hotel%20The%20Yellow%20chandigarh%20India
Hotel Royal Park 22,4.3,chandigarh,3-star hotel,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,2231.0,https://www.agoda.com/search?text=Hotel%20Royal%20Park%2022%20chandigarh%20India
Hotel City Palace,3.4,chandigarh,Breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Room service,Kid-friendly,461.0,https://www.agoda.com/search?text=Hotel%20City%20Palace%20chandigarh%20India
"The Fern Residency, Chandigarh",4.0,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,4077.0,https://www.agoda.com/search?text=The%20Fern%20Residency%2C%20Chandigarh%20chandigarh%20India
Wyndham Chandigarh Mohali,4.6,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant,10636.0,https://www.agoda.com/search?text=Wyndham%20Chandigarh%20Mohali%20chandigarh%20India
Hotel City Heart Premium,3.8,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,2036.0,https://www.agoda.com/search?text=Hotel%20City%20Heart%20Premium%20chandigarh%20India
Hotel Pride,4.5,chandigarh,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1407.0,https://www.agoda.com/search?text=Hotel%20Pride%20chandigarh%20India
The Regent hotel,3.5,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1950.0,https://www.agoda.com/search?text=The%20Regent%20hotel%20chandigarh%20India
Hotel Chandigarh Beckons,4.2,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2808.0,https://www.agoda.com/search?text=Hotel%20Chandigarh%20Beckons%20chandigarh%20India
Taj Chandigarh,4.4,chandigarh,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15337.0,https://www.agoda.com/search?text=Taj%20Chandigarh%20chandigarh%20India
The Piccadily Hotel,4.1,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,4656.0,https://www.agoda.com/search?text=The%20Piccadily%20Hotel%20chandigarh%20India
Amara Hotel,4.1,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,2533.0,https://www.agoda.com/search?text=Amara%20Hotel%20chandigarh%20India
Hotel Landmark Chandigarh,3.8,chandigarh,2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Hot tub,Air conditioning,Restaurant,Room service,Kitchen,1976.0,https://www.agoda.com/search?text=Hotel%20Landmark%20Chandigarh%20chandigarh%20India
Hotel Park Inn,4.1,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Restaurant,3506.0,https://www.agoda.com/search?text=Hotel%20Park%20Inn%20chandigarh%20India
Kapoor's Homestay Chandigarh,3.2,chandigarh,4-star hotel,Free breakfast,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,2580.0,https://www.agoda.com/search?text=Kapoor%27s%20Homestay%20Chandigarh%20chandigarh%20India
Natures Blessing,4.9,chandigarh,3-star hotel,Paid parking,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,2528.0,https://www.agoda.com/search?text=Natures%20Blessing%20chandigarh%20India
Hotel Parkview,4.0,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,No outdoor grill,Free parking,Full-service laundry,Air conditioning,No elevator,No fitness center,2398.0,https://www.agoda.com/search?text=Hotel%20Parkview%20chandigarh%20India
Hotel Icon,4.2,chandigarh,4-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5544.0,https://www.agoda.com/search?text=Hotel%20Icon%20chandigarh%20India
The Guwahati Address,4.3,guwahati,4-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6720.0,https://www.agoda.com/search?text=The%20Guwahati%20Address%20guwahati%20India
Treebo Trend Umal Homestay,4.5,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2572.0,https://www.agoda.com/search?text=Treebo%20Trend%20Umal%20Homestay%20guwahati%20India
"Radisson Blu Hotel, Guwahati",4.5,guwahati,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7153.0,https://www.agoda.com/search?text=Radisson%20Blu%20Hotel%2C%20Guwahati%20guwahati%20India
Exotic Villa Homestay,4.3,guwahati,Breakfast,Free Wi-Fi,Free parking,Room service,Kitchen,Full-service laundry,Kid-friendly,Fitness center,Airport shuttle,1026.0,https://www.agoda.com/search?text=Exotic%20Villa%20Homestay%20guwahati%20India
Vivanta Guwahati,4.4,guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,9781.0,https://www.agoda.com/search?text=Vivanta%20Guwahati%20guwahati%20India
"The Greenwood Resort, Guwahati",4.3,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,7111.0,https://www.agoda.com/search?text=The%20Greenwood%20Resort%2C%20Guwahati%20guwahati%20India
Novotel Guwahati GS Road,4.6,guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8623.0,https://www.agoda.com/search?text=Novotel%20Guwahati%20GS%20Road%20guwahati%20India
Ginger Guwahati,3.8,guwahati,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,Accessible,3358.0,https://www.agoda.com/search?text=Ginger%20Guwahati%20guwahati%20India
A P Home's,4.4,guwahati,2-star hotel,Free breakfast,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,1306.0,https://www.agoda.com/search?text=A%20P%20Home%27s%20guwahati%20India
Mahalaxmi Home Stay,4.3,guwahati,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,Airport shuttle,710.0,https://www.agoda.com/search?text=Mahalaxmi%20Home%20Stay%20guwahati%20India
The Ornate,4.2,guwahati,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,4017.0,https://www.agoda.com/search?text=The%20Ornate%20guwahati%20India
Gibbon Backpackers Hostel,4.5,guwahati,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Fitness center,Room service,782.0,https://www.agoda.com/search?text=Gibbon%20Backpackers%20Hostel%20guwahati%20India
Pragati Manor,4.1,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4451.0,https://www.agoda.com/search?text=Pragati%20Manor%20guwahati%20India
The Rhino,4.0,guwahati,5-star hotel,Free breakfast,Paid parking,Air conditioning,Free Wi-Fi,Restaurant,Restaurant,Full-service laundry,Breakfast,1371.0,https://www.agoda.com/search?text=The%20Rhino%20guwahati%20India
Hiltop Lodge,3.8,guwahati,4-star hotel,Pool,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1166.0,https://www.agoda.com/search?text=Hiltop%20Lodge%20guwahati%20India
Airport Guest House Guwahati,4.0,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2354.0,https://www.agoda.com/search?text=Airport%20Guest%20House%20Guwahati%20guwahati%20India
"The Greenwood, Guwahati : A Luxury Boutique Hotel",4.6,guwahati,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,6335.0,https://www.agoda.com/search?text=The%20Greenwood%2C%20Guwahati%20%3A%20A%20Luxury%20Boutique%20Hotel%20guwahati%20India
Dula Homestay,4.7,guwahati,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Kitchen,Accessible,Full-service laundry,Free Wi-Fi,Bar,1034.0,https://www.agoda.com/search?text=Dula%20Homestay%20guwahati%20India
Luit Vista Guest House (A boutique Heritage property),4.3,guwahati,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Kid-friendly,Smoke-free,2106.0,https://www.agoda.com/search?text=Luit%20Vista%20Guest%20House%20%28A%20boutique%20Heritage%20property%29%20guwahati%20India
Hotel Dynasty,4.1,guwahati,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,3604.0,https://www.agoda.com/search?text=Hotel%20Dynasty%20guwahati%20India
Ratnamouli Palace,4.6,guwahati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,6720.0,https://www.agoda.com/search?text=Ratnamouli%20Palace%20guwahati%20India
Treebo Trend Pappilon Palace,4.2,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,3008.0,https://www.agoda.com/search?text=Treebo%20Trend%20Pappilon%20Palace%20mangalore%20India
Treebo Trend The Horizon - Hotel in Mangalore,4.1,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2738.0,https://www.agoda.com/search?text=Treebo%20Trend%20The%20Horizon%20-%20Hotel%20in%20Mangalore%20mangalore%20India
Rks Beachfront,4.8,mangalore,Free Wi-Fi,Free parking,Pool,Beach access,Bar,Restaurant,Room service,Kitchen,Full-service laundry,4116.0,https://www.agoda.com/search?text=Rks%20Beachfront%20mangalore%20India
Hotel Manorama,4.0,mangalore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,Restaurant,1237.0,https://www.agoda.com/search?text=Hotel%20Manorama%20mangalore%20India
Grand Plaza Hotel,3.9,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Kid-friendly,No ironing board,2580.0,https://www.agoda.com/search?text=Grand%20Plaza%20Hotel%20mangalore%20India
Hotel Ganga Sagar,4.3,mangalore,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free,1348.0,https://www.agoda.com/search?text=Hotel%20Ganga%20Sagar%20mangalore%20India
"Vivanta Mangalore, Old Port Road",4.2,mangalore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6891.0,https://www.agoda.com/search?text=Vivanta%20Mangalore%2C%20Old%20Port%20Road%20mangalore%20India
Hotel Mangalore International,3.8,mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,1362.0,https://www.agoda.com/search?text=Hotel%20Mangalore%20International%20mangalore%20India
